userid,condition,choice,ID1,condition1,userid1,movie1,score1,movie2,score2,movie3,score3,movie4,score4,movie5,score5,movie6,score6,movie7,score7,movie8,score8,movie9,score9,movie10,score10,movie11,score11,movie12,score12,movie13,score13,movie14,score14,movie15,score15,movie16,score16,movie17,score17,movie18,score18,movie19,score19,movie20,score20,sat01,sat02,sat03,sat04,sat05,sat06,sat07,div08,div09,div10,div11,div12,div13,att14,att15,att16,att17,dif18,dif19,dif20,dif21,dif22,influ23,ratepos24,exp25,exp26,exp27,nrseen28,seen29,opmerkingen,rating,rec_set,recset,norating,size,Sat_comb,Diff_comb,Attr_comb,Var_comb,Sat_sep,Diff_sep,Attr_sep,Var_sep,freqpos1,freqpos2,freqpos3,freqpos4,freqpos5,freqpos6,freqpos7,freqpos8,freqpos9,freqpos10,freqpos11,freqpos12,freqpos13,freqpos14,freqpos15,freqpos16,freqpos17,freqpos18,freqpos19,freqpos20,durpos1,durpos2,durpos3,durpos4,durpos5,durpos6,durpos7,durpos8,durpos9,durpos10,durpos11,durpos12,durpos13,durpos14,durpos15,durpos16,durpos17,durpos18,durpos19,durpos20,choicepos,gender,age,totfreq,max_as1,max_as2,max_dif1,max_dif2,max_hs1,max_hs2,as,dif,hs,maxtot
55,Lin20_NR,crid://www.tue.nl/2858,524,hideexp20,55,crid://www.tue.nl/2959,45,crid://www.tue.nl/2858,44,crid://www.tue.nl/2997,43,crid://www.tue.nl/50,43,crid://www.tue.nl/296,42,crid://www.tue.nl/556,38,crid://www.tue.nl/2176,36,crid://www.tue.nl/3424,35,crid://www.tue.nl/969,34,crid://www.tue.nl/1392,34,crid://www.tue.nl/2593,33,crid://www.tue.nl/1419,33,crid://www.tue.nl/838,33,crid://www.tue.nl/1102,32,crid://www.tue.nl/1127,32,crid://www.tue.nl/3185,31,crid://www.tue.nl/3028,31,crid://www.tue.nl/364,30,crid://www.tue.nl/268,30,crid://www.tue.nl/3346,29,6,4,6,6,6,1,6,5,3,1,3,0,4,4,0,2,2,4,3,3,2,1,5,5,5,6,6,8,1,NULL,no_rating,Lin20,2,1,20,1.29,0.75,-0.4,-0.05,1.08,0.62,-0.19,0.08,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0,2, m,24,2,6,2,6,4,2,3,4,5,2.5,3.833333333
51,Top5_NR,crid://www.tue.nl/3578,519,hidetop5,51,crid://www.tue.nl/2571,46,crid://www.tue.nl/110,43,crid://www.tue.nl/1196,43,crid://www.tue.nl/3578,42,crid://www.tue.nl/1200,42,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,6,4,6,2,5,5,5,5,6,4,3,4,4,4,1,4,2,5,3,2,2,1,5,4,6,3,0,3,1,NULL,no_rating,Top5,0,1,5,-0.03,0.78,-0.15,0.1,-0.41,0.18,0,0.2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,1.18,1.09,3.9,5.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, f,20,7,5,1,7,5,5,5,3,6,5,4.666666667
159,Top20_NR,crid://www.tue.nl/2571,511,hidetop20,159,crid://www.tue.nl/2858,40,crid://www.tue.nl/1208,38,crid://www.tue.nl/50,38,crid://www.tue.nl/2329,38,crid://www.tue.nl/318,38,crid://www.tue.nl/858,37,crid://www.tue.nl/2028,37,crid://www.tue.nl/296,37,crid://www.tue.nl/2959,37,crid://www.tue.nl/1222,37,crid://www.tue.nl/1213,37,crid://www.tue.nl/1263,37,crid://www.tue.nl/593,37,crid://www.tue.nl/47,37,crid://www.tue.nl/2571,37,crid://www.tue.nl/147,37,crid://www.tue.nl/541,36,crid://www.tue.nl/1193,36,crid://www.tue.nl/2745,36,crid://www.tue.nl/527,36,6,5,5,6,6,5,5,5,3,3,3,2,3,5,0,5,4,2,0,3,4,0,4,4,6,4,4,10,1,,no_rating,Top20,1,1,20,0.65,-0.19,1.07,-0.55,0.83,-0.24,1.08,-0.72,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6.22,0,0,0,0,1.15,3.34,0,0,0,0,0,0,0,0,0,0,1.65,0,0,15, m,25,5,5,2,2,7,4,5,3.5,4.5,4.5,4.166666667
243,Lin20,crid://www.tue.nl/2858,506,showexp20,243,crid://www.tue.nl/2858,38,crid://www.tue.nl/50,38,crid://www.tue.nl/2959,37,crid://www.tue.nl/318,37,crid://www.tue.nl/296,36,crid://www.tue.nl/2588,33,crid://www.tue.nl/3803,32,crid://www.tue.nl/1212,32,crid://www.tue.nl/1553,31,crid://www.tue.nl/3851,30,crid://www.tue.nl/2323,29,crid://www.tue.nl/2726,29,crid://www.tue.nl/2744,28,crid://www.tue.nl/911,28,crid://www.tue.nl/854,27,crid://www.tue.nl/614,27,crid://www.tue.nl/991,27,crid://www.tue.nl/1044,26,crid://www.tue.nl/3427,26,crid://www.tue.nl/806,25,6,5,5,6,6,4,5,5,5,2,5,5,4,4,3,2,2,1,1,1,1,1,5,5,5,1,1,1,1,,rating,Lin20,2,0,20,0.62,-1.08,-0.57,0.54,0.85,-1,-0.55,0.81,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,11.52,0,0,0,0,0,0,0,0,0,0,0,1, f,21,2,6,2,6,5,5,7,4,5.5,6,5.166666667
249,Top5,crid://www.tue.nl/2723,503,showtop5,249,crid://www.tue.nl/2723,37,crid://www.tue.nl/2959,37,crid://www.tue.nl/1527,35,crid://www.tue.nl/2772,35,crid://www.tue.nl/1383,35,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,4,0,geen,rating,Top5,0,0,5,-1.79,0.5,-0.09,-0.76,-1.61,0.57,-0.24,-0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, f,23,0,5,6,6,3,1,1,5.5,4.5,1,3.666666667
178,Top20,crid://www.tue.nl/2712,500,showtop20,178,crid://www.tue.nl/288,37,crid://www.tue.nl/2712,36,crid://www.tue.nl/1206,36,crid://www.tue.nl/1673,36,crid://www.tue.nl/25,36,crid://www.tue.nl/1997,36,crid://www.tue.nl/2710,35,crid://www.tue.nl/1635,35,crid://www.tue.nl/1611,35,crid://www.tue.nl/2076,35,crid://www.tue.nl/2022,35,crid://www.tue.nl/3160,35,crid://www.tue.nl/1263,35,crid://www.tue.nl/2858,35,crid://www.tue.nl/1208,35,crid://www.tue.nl/1095,35,crid://www.tue.nl/1161,35,crid://www.tue.nl/1258,35,crid://www.tue.nl/1089,35,crid://www.tue.nl/1921,35,4,4,5,2,4,4,4,5,5,1,5,2,5,4,2,1,1,2,1,3,2,1,1,3,4,2,4,5,0,,rating,Top20,1,0,20,-0.95,-0.19,-0.69,1.14,-0.98,-0.27,-0.89,1.27,2,3,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,3.67,28.02,2.65,4.26,3.08,2.74,1.96,3.46,6.48,4.33,3.19,3.08,3.16,12.78,1.87,2.44,1.04,1.48,2.59,45.78,2, f,21,29,3,3,5,3,2,NA,3,4,2,3.2
185,Lin20,crid://www.tue.nl/34,498,showexp20,185,crid://www.tue.nl/3608,43,crid://www.tue.nl/34,40,crid://www.tue.nl/3114,40,crid://www.tue.nl/2791,40,crid://www.tue.nl/551,40,crid://www.tue.nl/1281,36,crid://www.tue.nl/669,36,crid://www.tue.nl/994,35,crid://www.tue.nl/3097,35,crid://www.tue.nl/3327,34,crid://www.tue.nl/1187,34,crid://www.tue.nl/1246,34,crid://www.tue.nl/2606,34,crid://www.tue.nl/136,33,crid://www.tue.nl/715,33,crid://www.tue.nl/3143,33,crid://www.tue.nl/2214,33,crid://www.tue.nl/2680,33,crid://www.tue.nl/3409,32,crid://www.tue.nl/2678,32,5,5,5,3,4,3,3,4,3,4,3,3,4,2,2,2,1,2,3,3,3,4,4,4,3,4,4,2,1,,rating,Lin20,2,0,20,-0.51,0.31,-0.97,-0.53,-0.63,0.67,-1.08,-0.32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,8.77,0,0,0,0,0,0,0,0,0,2, f,21,2,4,4,7,5,3,5,4,6,4,4.666666667
220,Top5,crid://www.tue.nl/318,495,showtop5,220,crid://www.tue.nl/527,40,crid://www.tue.nl/318,39,crid://www.tue.nl/3753,39,crid://www.tue.nl/2028,39,crid://www.tue.nl/912,38,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,6,6,6,6,6,1,5,5,5,1,4,5,4,5,1,5,4,1,0,2,1,1,5,5,4,1,1,4,1,,rating,Top5,0,0,5,1.24,-1.11,0.66,0.42,1.32,-1.02,0.84,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, f,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,Top20,crid://www.tue.nl/50,494,showtop20,129,crid://www.tue.nl/2858,44,crid://www.tue.nl/50,43,crid://www.tue.nl/2959,43,crid://www.tue.nl/858,43,crid://www.tue.nl/1208,42,crid://www.tue.nl/2571,42,crid://www.tue.nl/541,42,crid://www.tue.nl/527,42,crid://www.tue.nl/593,41,crid://www.tue.nl/2019,41,crid://www.tue.nl/296,41,crid://www.tue.nl/1193,41,crid://www.tue.nl/1204,41,crid://www.tue.nl/2997,41,crid://www.tue.nl/670,41,crid://www.tue.nl/2329,41,crid://www.tue.nl/2692,41,crid://www.tue.nl/1206,40,crid://www.tue.nl/1213,40,crid://www.tue.nl/3338,40,5,4,5,5,5,4,6,6,6,0,5,1,5,5,1,4,4,4,1,3,4,1,5,1,5,4,4,9,1,Misschien is 10 films vooraf kiezen te weinig om een goed beeld te krijgen.,rating,Top20,1,0,20,0.06,0.67,0.57,1.35,0.13,0.52,0.49,1.28,2,1,0,1,2,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,5.45,2.73,0,1.62,23.22,0,0,0,2.72,0,1.31,4.14,0,0,0,1.06,2.01,0,0,0,2, m,25,12,6,2,5,3,2,3,4,4,2.5,3.5
126,Top5,crid://www.tue.nl/2571,491,showtop5,126,crid://www.tue.nl/2571,45,crid://www.tue.nl/318,44,crid://www.tue.nl/2959,44,crid://www.tue.nl/50,44,crid://www.tue.nl/2858,41,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,3,3,3,4,2,4,3,4,4,5,3,3,3,2,3,4,3,2,3,3,2,4,4,3,4,3,2,2,1,,rating,Top5,0,0,5,-1.87,0.46,-0.16,-0.86,-1.63,0.85,-0.45,-0.72,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,2.17,0,5.97,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, m,21,6,6,2,6,4,3,3,4,5,3,4
237,Top5,crid://www.tue.nl/1196,485,showtop5,237,crid://www.tue.nl/3905,37,crid://www.tue.nl/1196,37,crid://www.tue.nl/557,36,crid://www.tue.nl/583,36,crid://www.tue.nl/2342,36,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,6,6,6,6,6,0,6,5,5,1,5,4,4,5,0,5,5,0,1,1,0,2,5,1,6,4,6,4,1,,rating,Top5,0,0,5,1.35,-1.55,0.63,0.63,1.31,-1.18,0.94,0.55,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,1.57,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, m,26,3,7,5,3,5,5,7,6,4,6,5.333333333
56,Lin20,crid://www.tue.nl/527,484,showexp20,56,crid://www.tue.nl/318,41,crid://www.tue.nl/50,40,crid://www.tue.nl/527,40,crid://www.tue.nl/2019,40,crid://www.tue.nl/1197,40,crid://www.tue.nl/1104,37,crid://www.tue.nl/3819,36,crid://www.tue.nl/440,36,crid://www.tue.nl/2010,35,crid://www.tue.nl/3232,35,crid://www.tue.nl/2593,34,crid://www.tue.nl/2648,34,crid://www.tue.nl/2488,33,crid://www.tue.nl/555,33,crid://www.tue.nl/52,33,crid://www.tue.nl/3560,33,crid://www.tue.nl/601,32,crid://www.tue.nl/3778,32,crid://www.tue.nl/939,32,crid://www.tue.nl/1428,31,6,6,5,6,5,1,5,4,3,4,4,1,3,2,4,1,1,1,2,1,2,2,4,3,3,2,3,1,1,NULL,rating,Lin20,2,0,20,0.55,-0.74,-1.48,-0.57,0.7,-0.48,-1.4,-0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, f,22,0,6,5,4,3,3,5,5.5,3.5,4,4.333333333
210,Top5,crid://www.tue.nl/1188,482,showtop5,210,crid://www.tue.nl/1243,37,crid://www.tue.nl/1188,36,crid://www.tue.nl/3022,36,crid://www.tue.nl/2019,36,crid://www.tue.nl/1224,36,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,4,4,4,2,2,5,4,5,4,4,4,3,3,4,2,3,2,3,2,2,3,2,5,4,2,1,2,0,0,,rating,Top5,0,0,5,-1.67,0.32,-0.08,-0.12,-1.78,0.17,-0.17,-0.08,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2,7.97,4.21,3,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, m,21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Lin20,crid://www.tue.nl/405,478,showexp20,50,crid://www.tue.nl/2974,38,crid://www.tue.nl/2338,37,crid://www.tue.nl/405,37,crid://www.tue.nl/2643,37,crid://www.tue.nl/3354,37,crid://www.tue.nl/2153,36,crid://www.tue.nl/3766,36,crid://www.tue.nl/2402,36,crid://www.tue.nl/518,35,crid://www.tue.nl/1668,35,crid://www.tue.nl/882,35,crid://www.tue.nl/1665,35,crid://www.tue.nl/3518,34,crid://www.tue.nl/3704,34,crid://www.tue.nl/3581,34,crid://www.tue.nl/526,34,crid://www.tue.nl/1130,34,crid://www.tue.nl/2179,34,crid://www.tue.nl/1928,33,crid://www.tue.nl/521,33,5,5,5,4,4,4,4,5,5,1,5,3,4,4,2,2,1,5,3,2,4,2,4,5,4,5,1,0,0,NULL,rating,Lin20,2,0,20,-0.22,1.11,-0.67,0.82,-0.47,0.83,-0.68,1.02,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1.12,2.3,4.92,7.86,0,0,0,0,2.58,0,0,2.5,0,0,0,0,0,0,0,1.38,3, m,25,8,5,4,6,6,6,6,4.5,6,6,5.5
78,Top20,crid://www.tue.nl/924,477,showtop20,78,crid://www.tue.nl/527,43,crid://www.tue.nl/318,43,crid://www.tue.nl/2019,43,crid://www.tue.nl/1204,42,crid://www.tue.nl/1208,42,crid://www.tue.nl/50,42,crid://www.tue.nl/541,42,crid://www.tue.nl/858,42,crid://www.tue.nl/2329,42,crid://www.tue.nl/1212,42,crid://www.tue.nl/904,42,crid://www.tue.nl/1263,42,crid://www.tue.nl/1193,42,crid://www.tue.nl/924,41,crid://www.tue.nl/1233,41,crid://www.tue.nl/903,41,crid://www.tue.nl/1262,41,crid://www.tue.nl/908,41,crid://www.tue.nl/3030,41,crid://www.tue.nl/593,41,5,2,4,4,5,2,6,5,5,2,4,2,4,5,2,3,3,0,1,4,1,1,5,2,5,4,4,6,1,,rating,Top20,1,0,20,-0.62,-0.51,0.52,0.42,-0.21,-0.23,0.26,0.39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14, m,27,2,7,2,3,1,4,5,4.5,2,4.5,3.666666667
179,Lin20_NR,crid://www.tue.nl/3949,472,hideexp20,179,crid://www.tue.nl/2997,39,crid://www.tue.nl/2571,38,crid://www.tue.nl/1243,38,crid://www.tue.nl/32,38,crid://www.tue.nl/3949,38,crid://www.tue.nl/3213,35,crid://www.tue.nl/1131,34,crid://www.tue.nl/3546,34,crid://www.tue.nl/1897,34,crid://www.tue.nl/1103,33,crid://www.tue.nl/1306,33,crid://www.tue.nl/2957,33,crid://www.tue.nl/2976,33,crid://www.tue.nl/2273,33,crid://www.tue.nl/601,32,crid://www.tue.nl/3323,32,crid://www.tue.nl/514,32,crid://www.tue.nl/2370,32,crid://www.tue.nl/2419,32,crid://www.tue.nl/219,32,6,6,6,6,6,1,6,6,5,1,4,2,5,4,0,4,3,0,0,3,0,0,4,1,6,4,5,5,1,,no_rating,Lin20,2,1,20,1.27,-1.46,0.18,0.79,1.39,-1.3,0.15,0.84,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,4.86,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, m,21,4,7,3,6,2,6,7,5,4,6.5,5.166666667
203,Top5_NR,crid://www.tue.nl/858,469,hidetop5,203,crid://www.tue.nl/858,38,crid://www.tue.nl/1214,38,crid://www.tue.nl/1196,37,crid://www.tue.nl/1198,37,crid://www.tue.nl/1200,37,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,4,3,5,4,4,5,5,4,5,3,4,3,2,2,2,1,3,2,1,3,1,0,4,2,2,1,1,2,1,,no_rating,Top5,0,1,5,-0.63,-0.28,-1.13,-0.16,-0.45,-0.38,-1.16,0.09,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86,2.17,1.72,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, f,23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,Lin20,crid://www.tue.nl/2858,467,showexp20,124,crid://www.tue.nl/2858,46,crid://www.tue.nl/2959,45,crid://www.tue.nl/50,43,crid://www.tue.nl/2997,42,crid://www.tue.nl/296,42,crid://www.tue.nl/1046,36,crid://www.tue.nl/3741,35,crid://www.tue.nl/538,34,crid://www.tue.nl/3735,33,crid://www.tue.nl/1318,33,crid://www.tue.nl/3147,32,crid://www.tue.nl/3135,31,crid://www.tue.nl/1630,31,crid://www.tue.nl/2883,30,crid://www.tue.nl/3161,30,crid://www.tue.nl/2850,29,crid://www.tue.nl/2490,28,crid://www.tue.nl/302,28,crid://www.tue.nl/62,27,crid://www.tue.nl/3776,26,0,6,6,6,6,1,6,5,5,1,5,3,5,5,0,5,3,2,1,3,1,3,5,5,3,1,1,5,1,,rating,Lin20,2,0,20,0.23,-0.32,0.56,0.9,0.31,0.28,0.61,0.85,1,2,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,2.34,7.38,15.1,3.66,1.76,2.23,2.03,3.33,0,0,1.33,0,0,0,0,0,0,1.48,3.1,0,1, m,24,13,6,3,5,2,6,7,4.5,3.5,6.5,4.833333333
73,Lin20_NR,crid://www.tue.nl/296,465,hideexp20,73,crid://www.tue.nl/858,40,crid://www.tue.nl/1198,40,crid://www.tue.nl/1196,40,crid://www.tue.nl/2571,40,crid://www.tue.nl/296,40,crid://www.tue.nl/1228,37,crid://www.tue.nl/3224,36,crid://www.tue.nl/2366,35,crid://www.tue.nl/319,35,crid://www.tue.nl/1347,34,crid://www.tue.nl/897,34,crid://www.tue.nl/3252,33,crid://www.tue.nl/440,33,crid://www.tue.nl/1308,33,crid://www.tue.nl/751,33,crid://www.tue.nl/482,32,crid://www.tue.nl/521,32,crid://www.tue.nl/2962,32,crid://www.tue.nl/607,32,crid://www.tue.nl/3778,31,5,5,5,6,5,2,2,2,5,2,4,1,1,4,2,3,2,2,2,2,3,2,3,5,5,5,5,10,1,,no_rating,Lin20,2,1,20,0.42,0.05,-0.32,-0.53,0.47,0.22,-0.23,-0.42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,1.71,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, m,23,3,4,2,3,6,2,4,3,4.5,3,3.5
200,Lin20_NR,crid://www.tue.nl/318,464,hideexp20,200,crid://www.tue.nl/318,49,crid://www.tue.nl/527,47,crid://www.tue.nl/50,47,crid://www.tue.nl/2019,46,crid://www.tue.nl/670,46,crid://www.tue.nl/2396,40,crid://www.tue.nl/1214,38,crid://www.tue.nl/907,36,crid://www.tue.nl/1936,35,crid://www.tue.nl/3126,34,crid://www.tue.nl/3305,33,crid://www.tue.nl/3559,33,crid://www.tue.nl/3019,32,crid://www.tue.nl/3121,32,crid://www.tue.nl/3727,31,crid://www.tue.nl/2632,30,crid://www.tue.nl/1101,29,crid://www.tue.nl/3899,29,crid://www.tue.nl/2193,28,crid://www.tue.nl/1482,27,4,2,5,5,3,4,6,5,5,1,5,1,5,5,1,4,4,4,2,3,4,4,5,4,3,1,1,4,0,"In eerste instantie heb ik een film gekozen die ik al wel had gezien, maar toen ging het onderzoek niet automatisch verder. Toen heb ik op een film geklikt die ik nog niet kende maar wel zou willen zien en ging het onderzoek wel verder.",no_rating,Lin20,2,1,20,-0.62,1.19,0.73,0.98,-0.51,1.47,0.55,0.82,3,2,5,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4.92,7.25,44.99,2.84,4.03,2.76,0,1.21,1.04,0,0,9.42,0,0,0,0,0,0,0,0,1, f,21,17,6,2,5,3,2,5,4,4,3.5,3.833333333
99,Top5,crid://www.tue.nl/1088,463,showtop5,99,crid://www.tue.nl/3916,43,crid://www.tue.nl/3753,43,crid://www.tue.nl/1917,42,crid://www.tue.nl/1088,42,crid://www.tue.nl/1101,42,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,5,5,5,4,4,1,4,5,4,2,5,3,3,3,1,4,2,4,3,4,5,3,3,3,5,3,4,1,1,,rating,Top5,0,0,5,-0.22,1.41,-0.17,0.34,-0.33,1.51,-0.38,0.39,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, m,22,2,6,6,4,4,2,6,6,4,4,4.666666667
211,Top20_NR,crid://www.tue.nl/296,462,hidetop20,211,crid://www.tue.nl/1258,37,crid://www.tue.nl/296,37,crid://www.tue.nl/1214,37,crid://www.tue.nl/288,37,crid://www.tue.nl/1200,37,crid://www.tue.nl/858,36,crid://www.tue.nl/3535,36,crid://www.tue.nl/1213,36,crid://www.tue.nl/47,36,crid://www.tue.nl/1206,36,crid://www.tue.nl/1221,36,crid://www.tue.nl/1982,36,crid://www.tue.nl/2288,36,crid://www.tue.nl/1222,36,crid://www.tue.nl/1208,36,crid://www.tue.nl/1387,36,crid://www.tue.nl/924,36,crid://www.tue.nl/111,35,crid://www.tue.nl/1974,35,crid://www.tue.nl/3949,35,4,3,4,4,4,2,5,5,5,2,3,2,5,5,1,4,3,1,2,3,4,3,5,4,4,1,1,4,1,,no_rating,Top20,1,1,20,-0.87,0.26,0.76,0.37,-0.72,0.78,0.56,0.25,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,1.28,0,0,5.24,1.29,1.26,0,0,0,0,0,0,0,0,0,0,0,2, f,23,5,6,4,2,2,6,4,5,2,5,4
95,Lin20_NR,crid://www.tue.nl/50,460,hideexp20,95,crid://www.tue.nl/2019,48,crid://www.tue.nl/50,47,crid://www.tue.nl/3022,46,crid://www.tue.nl/904,46,crid://www.tue.nl/318,46,crid://www.tue.nl/1219,42,crid://www.tue.nl/3929,40,crid://www.tue.nl/1161,38,crid://www.tue.nl/1365,37,crid://www.tue.nl/3816,36,crid://www.tue.nl/3072,35,crid://www.tue.nl/1408,34,crid://www.tue.nl/2284,34,crid://www.tue.nl/3176,33,crid://www.tue.nl/3386,33,crid://www.tue.nl/2569,32,crid://www.tue.nl/2923,32,crid://www.tue.nl/2933,31,crid://www.tue.nl/3642,30,crid://www.tue.nl/3314,29,5,4,6,6,5,1,5,4,5,2,5,3,5,4,1,4,3,0,0,2,1,4,4,3,4,2,3,10,1,,no_rating,Lin20,2,1,20,0.65,-1.13,0.19,0.72,0.94,-0.42,0.05,0.68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, m,23,2,6,2,5,2,4,4,4,3.5,4,3.833333333
125,Top5_NR,crid://www.tue.nl/318,458,hidetop5,125,crid://www.tue.nl/318,42,crid://www.tue.nl/50,41,crid://www.tue.nl/2762,40,crid://www.tue.nl/527,40,crid://www.tue.nl/2028,40,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,6,6,6,6,6,2,6,5,5,3,4,1,4,5,1,4,3,0,0,2,1,3,1,4,4,3,3,4,1,,no_rating,Top5,0,1,5,1.12,-1.47,0.39,0.26,1.29,-0.9,0.49,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, m,23,2,6,2,5,5,6,5,4,5,5.5,4.833333333
213,Lin20,crid://www.tue.nl/2858,456,showexp20,213,crid://www.tue.nl/2858,37,crid://www.tue.nl/296,37,crid://www.tue.nl/47,37,crid://www.tue.nl/110,37,crid://www.tue.nl/1258,37,crid://www.tue.nl/553,34,crid://www.tue.nl/1284,34,crid://www.tue.nl/2176,34,crid://www.tue.nl/1615,34,crid://www.tue.nl/3410,33,crid://www.tue.nl/150,33,crid://www.tue.nl/3576,33,crid://www.tue.nl/3880,33,crid://www.tue.nl/3186,33,crid://www.tue.nl/163,33,crid://www.tue.nl/3023,33,crid://www.tue.nl/1465,33,crid://www.tue.nl/247,32,crid://www.tue.nl/2236,32,crid://www.tue.nl/2576,32,6,6,6,6,6,0,6,5,4,2,4,4,4,5,1,5,5,1,1,0,0,1,2,5,6,6,6,10,1,,rating,Lin20,2,0,20,1.36,-1.41,0.57,0.03,1.28,-1.38,1.06,-0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, m,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,Top5,crid://www.tue.nl/318,455,showtop5,170,crid://www.tue.nl/318,34,crid://www.tue.nl/2762,34,crid://www.tue.nl/527,34,crid://www.tue.nl/953,34,crid://www.tue.nl/670,34,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,6,5,6,6,5,2,5,4,3,3,3,3,4,4,1,5,3,1,1,2,1,1,5,5,5,3,3,3,1,,rating,Top5,0,0,5,0.94,-0.74,0.49,-0.55,1.02,-0.72,0.54,-0.63,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, f,22,3,6,6,5,4,7,6,6,4.5,6.5,5.666666667
